 x                 y                 z               Event            Energy              Time
-1.2041700692e-01  1.0631414308e+03 -1.3282470720e+01 11  9.5633753186e-02  3.7934392995e-15
-3.8238517322e-01  1.0622446690e+03 -1.2582949830e+01 11  1.7197552378e-01  3.8703209313e-15
 1.3119145348e+01  1.0541776806e+03 -7.0626399172e+00 11  4.7564301124e-01  7.3819979025e-15
 1.4038682493e+01  1.0518612966e+03 -5.5910328495e+00 11  6.6008601867e-02  7.5544447582e-15
 9.5273588515e+00  1.0523077623e+03 -3.2917916159e+00 11  1.5107430999e-01  1.1756216733e-14
 7.2082105597e+00  1.0497744328e+03 -3.2578699755e+00 11  1.9068560208e-01  1.1960807466e-14
 8.8907293027e-01  1.0450770253e+03 -1.9240666606e+01 11  2.2454196217e-01  1.6172598581e-14
 5.9886554511e+00  1.0463786314e+03 -1.1671307920e+01 11  7.8590567565e-02  1.6773447999e-14
 1.4502436340e+01  1.0455238791e+03 -7.0709969126e+00 11  1.0000000000e-02  1.8780874715e-14
 1.0208364258e+01  1.0413014438e+03 -4.2998906189e-02 11  5.4133919551e-01  1.9607203772e-14
 6.1749414451e+01  1.0549294790e+03  4.8521166181e+01 11  9.4166315429e-02  3.1079920247e-14
 5.4385583930e+01  1.0547812530e+03  4.4772521943e+01 11  4.5061744847e-01  3.1808884691e-14
-5.2876357578e+00  1.3016549038e+03  5.7406491064e+00  0  8.7600000000e+00  1.2117982184e-15
-1.7456033566e+00  1.2974425891e+03 -1.6738449738e+00  1  1.2100000000e+01  1.2234692564e-15
-1.3045891774e+01  1.2990581958e+03 -7.5725219328e+00  0  8.7600000000e+00  1.4186672828e-15
-1.7417254534e+01  1.2978719857e+03 -9.3996760293e+00 11  1.2060334934e-01  1.5324232275e-15
-2.3000795674e+01  1.3004619042e+03 -1.1344793807e+01 11  5.2028824319e-01  1.7134823638e-15
-2.5137076515e+01  1.3024823673e+03 -1.2358551688e+01 11  9.7340317181e-02  1.8248887881e-15
-2.2048844585e+01  1.2906195218e+03 -1.2874769296e+01 11  1.6609773201e-01  3.8921999314e-15
-1.9417189136e+01  1.2882675263e+03 -2.3198938478e+01 11  1.3419623070e-01  5.4625283298e-15
-1.3394953042e+01  1.2951707430e+03 -4.2061475064e+01 11  1.9071190972e-01  6.7440102959e-15
-1.3847019229e+01  1.2942713811e+03 -4.1435497547e+01 11  2.1066863639e-01  7.0950489594e-15
-1.5972211374e+01  1.2962565863e+03 -3.9828434665e+01 11  1.0772635344e-01  7.4284583160e-15
-1.6941679868e+00  1.2875116022e+03 -5.2424703176e+01 11  2.1040316360e-01  8.7037673371e-15
-6.5163910048e-01  1.2869836487e+03 -5.2054453915e+01 11  1.4313719796e-01  8.7779678569e-15
-3.8770502908e+00  1.2810680996e+03 -5.0375257098e+01 11  1.5664202217e-01  9.6110675086e-15
-8.2292676272e+00  1.2731056867e+03 -4.7565838455e+01 11  7.0626785773e-02  1.0246819068e-14
-1.3373019478e+01  1.2746325573e+03 -6.1211950343e+01 11  1.6771153750e-01  1.2046579249e-14
