Voxel size (nm): 
20	0

Voxel X		Voxel Y		Voxel Z		Dose (eV)    Dose (Gy)
0  1535  -1  13.1789  263.579
0  1537  0  17.9768  359.535
-1  1540  -1  0.187712  3.75424
-1  1540  0  28.7521  575.043
0  1540  -1  10.7187  214.375
0  1540  0  3.72809  74.5618
-1  1544  0  21.2131  424.262
0  1544  -1  14.2552  285.105
0  1546  -1  14.3197  286.394
0  1546  0  22.3657  447.314
-1  1548  0  36.1713  723.427
0  1549  -1  15.2107  304.214
-1  1550  0  13.9204  278.408
-1  1551  -1  111.034  2220.68
-1  1551  0  8.88888  177.778
0  1551  -1  10.7531  215.061
0  1551  0  38.1628  763.255
0  1552  0  15.0461  300.923
-1  1553  -1  30.3007  606.013
0  1553  -1  196.397  3927.94
0  1553  0  102.597  2051.95
-1  1554  0  31.2204  624.408
0  1554  -1  0.223855  4.4771
0  1554  0  103.772  2075.45
0  1556  0  12.6589  253.178
-1  1558  -1  7.63835  152.767
-1  1558  0  17.0232  340.465
0  1558  -1  155.067  3101.34
0  1558  0  12.1  242
0  1560  0  24.7485  494.97
-1  1561  -1  13.6984  273.969
-1  1561  0  11.4545  229.089
-1  1562  -1  17.7407  354.813
-1  1562  0  0.250264  5.00528
0  1562  -1  17.8324  356.648
0  1562  0  0.434454  8.68908
0  1563  0  20.4928  409.857
-1  1564  -1  88.4905  1769.81
-1  1564  0  54.515  1090.3
0  1564  0  16.8  336
-1  1565  -1  17.6011  352.021
0  1565  -1  7.53262  150.652
-1  1567  -1  1.70291  34.0582
0  1567  -1  26.6867  533.734
0  1567  0  22.0095  440.189
-1  1568  0  12.4875  249.749
0  1568  -1  10.966  219.321
-1  1569  -1  12.0045  240.089
-1  1569  0  21.2638  425.276
0  1569  -1  0.0776111  1.55222
0  1569  0  18.7223  374.445
0  1571  0  13.6866  273.732
-1  1572  0  17.031  340.62
0  1572  0  22.1834  443.668
-1  1573  0  8.76  175.2
-1  1574  0  14.8763  297.527
-1  1575  -1  9.75075  195.015
-1  1576  -1  12.6033  252.066
-1  1577  -1  6.97041  139.408
-1  1577  0  0.784306  15.6861
0  1577  0  23.1638  463.275
-1  1579  -1  20.0602  401.204
0  1579  -1  6.88181  137.636
0  1579  0  45.2629  905.258
-1  1584  -1  28.3831  567.662
0  1584  -1  20.4922  409.844
0  1584  0  46.0014  920.028
-1  1590  -1  11.2383  224.766
0  1590  -1  23.0189  460.378
0  1590  0  13.5198  270.395
0  1593  -1  7.91017  158.203
-1  1594  0  18.5771  371.541
0  1594  -1  0.141218  2.82437
0  1594  0  30.5201  610.403
-1  1598  0  22.216  444.32
0  1599  -1  22.7383  454.767
0  1599  0  15.5704  311.407
0  1600  -1  10.7727  215.454
-1  1601  -1  43.3857  867.714
0  1601  -1  97.8393  1956.79
0  1601  0  541.585  10831.7
1  1601  0  0.117033  2.34066
-1  1602  -1  8.76  175.2
0  1602  -2  6.84598  136.92
0  1602  -1  486.966  9739.31
0  1602  0  70.8105  1416.21
1  1602  0  122.934  2458.67
1  1602  1  136.287  2725.74
-1  1603  -1  12.7736  255.471
-2  1604  -1  22.4117  448.234
-1  1604  -1  14.8842  297.684
-1  1608  0  18.5152  370.304
-1  1610  -1  13.2311  264.623
-1  1612  -1  8.89043  177.809
-1  1615  0  32.2967  645.935
-1  1617  0  11.5816  231.632
-1  1619  -1  7.99104  159.821
-1  1619  0  13.6077  272.155
0  1619  0  32.2  644
0  1621  -1  19.3594  387.188
-1  1622  -1  0.234955  4.6991
-1  1622  0  12.1691  243.382
0  1622  0  0.312446  6.24892
-1  1623  -1  16.8528  337.056
-1  1628  -1  12.3015  246.031
-1  1628  0  8.0832  161.664
0  1629  0  19.5315  390.629
-1  1630  0  12.408  248.16
-1  1631  -1  13.3879  267.757
-1  1631  0  28.7134  574.269
0  1631  0  8.76  175.2
-1  1633  0  9.04454  180.891
0  1637  0  30.1022  602.043
0  1642  -1  13.4109  268.217
-1  1643  -1  17.427  348.54
0  1644  0  8.2823  165.646
-1  1645  -1  12.2726  245.452
0  1645  -1  0.612239  12.2448
0  1645  0  7.95619  159.124
-1  1646  0  9.83703  196.741
-1  1649  0  0.150442  3.00884
0  1649  -1  0.99592  19.9184
0  1649  0  16.0742  321.484
0  1651  0  10.5678  211.356
-1  1652  -1  18.7243  374.485
-1  1652  0  9.29496  185.899
0  1652  0  19.4669  389.337
0  1656  -1  50.1021  1002.04
0  1656  0  51.6197  1032.39
-1  1658  -1  25.5986  511.971
-1  1658  0  11.3256  226.512
0  1658  0  16.8  336
0  1659  -1  15.6684  313.368
0  1660  -1  11.9001  238.002
0  1660  0  50.2105  1004.21
-1  1661  0  18.8784  377.568
-1  1663  -1  12.1  242
-1  1663  0  8.63189  172.638
0  1663  -1  38.6478  772.956
0  1663  0  0.362827  7.25655
-1  1665  0  10.1576  203.152
0  1665  0  2.0411  40.822
0  1666  0  12.1542  243.085
-1  1668  -1  8.80245  176.049
-1  1668  0  28.2251  564.503
0  1668  -1  10.7322  214.644
0  1668  0  8.88555  177.711
-1  1669  0  6.96604  139.321
0  1669  0  29.5889  591.779
-1  1670  -1  22.8031  456.063
0  1670  -1  7.31467  146.293
-1  1672  0  0.304501  6.09002
0  1672  -1  6.85032  137.006
0  1672  0  16.8  336
-1  1673  0  11.5019  230.038
0  1673  -1  9.38708  187.742
-1  1674  -1  10.5742  211.484
0  1674  -1  22.004  440.081
0  1674  0  32.2  644
-1  1675  0  15.3892  307.785
0  1680  -1  20.497  409.94
1  1682  -2  10.0839  201.678
0  1689  0  38.5197  770.393
0  1690  -1  8.99962  179.992
0  1693  0  9.49874  189.975
0  1695  0  27.6999  553.999
-1  1696  0  19.5846  391.692
-1  1697  0  13.8253  276.506
-1  1698  0  15.4636  309.272
0  1698  -1  25.9116  518.232
0  1698  0  41.0489  820.978
-1  1701  -1  16.8512  337.025
-1  1702  0  9.19632  183.926
0  1702  -1  11.4887  229.774
-1  1703  0  9.62982  192.596
0  1704  -1  10.1123  202.247
0  1704  0  33.1451  662.903
-1  1708  -1  17.0508  341.016
-1  1708  0  21.0435  420.87
0  1708  -1  0.746983  14.9397
-1  1709  -1  132.16  2643.2
-1  1709  0  42.5886  851.773
0  1709  -1  164.412  3288.24
0  1709  0  40  800
-1  1710  -1  165.096  3301.91
-1  1710  0  7.02485  140.497
0  1710  -1  37.3383  746.767
-1  1711  0  17.3676  347.352
-1  1712  -1  12.0026  240.051
-1  1712  0  9.21523  184.305
0  1713  0  11.216  224.321
-1  1714  -1  19.3782  387.565
0  1714  -1  53.9494  1078.99
0  1714  0  8.76  175.2
-1  1715  -1  13.8342  276.684
0  1716  -1  13.9947  279.893
-1  1718  -1  10.3022  206.044
-1  1719  0  9.75033  195.007
-1  1721  -1  13.6346  272.692
-1  1721  0  19.1824  383.648
0  1721  0  0.170512  3.41024
-1  1723  -1  17.52  350.4
0  1723  -1  56.5876  1131.75
0  1723  0  4.48672  89.7344
0  1727  -1  13.3962  267.924
-1  1728  -1  15.3461  306.923
-1  1729  0  10.8629  217.257
-1  1730  -1  24.5122  490.245
0  1730  0  8.76  175.2
-1  1731  -1  20.3361  406.721
-1  1734  0  12.7764  255.528
-1  1740  -1  10.015  200.3
0  1740  -1  14.4168  288.336
0  1740  0  32.2  644
0  1742  -1  18.963  379.26
-1  1743  -1  17.0486  340.971
-1  1743  0  32.3699  647.397
0  1743  -1  9.55805  191.161
0  1743  0  68.087  1361.74
-1  1744  0  239.209  4784.18
-1  1744  1  42.0186  840.373
-1  1744  2  30.7111  614.221
-1  1744  3  10.4077  208.154
0  1744  -1  0.469295  9.38589
0  1744  0  251.818  5036.37
-3  1745  6  6.82584  136.517
-2  1745  4  109.984  2199.68
-2  1745  6  0.150895  3.01789
-4  1746  7  12.68  253.6
-3  1746  5  127.856  2557.12
-3  1746  6  121.363  2427.27
-3  1746  7  66.4815  1329.63
-2  1746  5  12.2608  245.216
-5  1747  9  18.8039  376.078
-5  1747  10  153.701  3074.03
-4  1747  8  80.9658  1619.32
-6  1748  12  9.68254  193.651
-5  1748  11  17.8469  356.937
-7  1749  14  8.70476  174.095
-7  1749  15  32.8129  656.258
-6  1749  13  77.2473  1544.95
-6  1749  14  206.678  4133.57
-6  1749  15  39.4654  789.309
-1  1749  -1  14.503  290.06
0  1749  -1  17.5557  351.114
-8  1750  22  211.255  4225.1
-7  1750  15  0.355884  7.11767
-7  1750  16  20.9362  418.723
-7  1750  17  52.6238  1052.48
-7  1750  18  46.2874  925.747
-7  1750  19  13.6996  273.991
-7  1750  21  61.6243  1232.49
-7  1750  22  64.4314  1288.63
-6  1750  14  0.721617  14.4323
-6  1750  15  0.179286  3.58572
-8  1751  21  33.1176  662.353
-7  1751  19  9.74186  194.837
-7  1751  20  12.4563  249.126
-7  1751  21  264.149  5282.97
-7  1751  22  8.46007  169.201
-7  1752  21  126.306  2526.13
-7  1752  22  12.1  242
-8  1753  22  544.522  10890.4
-9  1754  23  42.3923  847.846
-8  1754  22  36.1513  723.026
-8  1754  23  92.1428  1842.86
-14  1755  25  10.9232  218.464
-14  1755  26  141.328  2826.55
-14  1755  27  383.184  7663.68
-14  1755  28  255.836  5116.72
-13  1755  27  17.8002  356.004
-10  1755  24  7.44174  148.835
-9  1755  24  126.276  2525.52
-14  1756  25  75.7989  1515.98
-14  1756  26  80.1081  1602.16
-14  1756  27  205.441  4108.83
-14  1756  28  9.82646  196.529
-13  1756  25  99.0561  1981.12
-13  1756  27  83.7351  1674.7
-10  1756  25  104.062  2081.24
-13  1757  25  39.0921  781.842
-12  1757  25  119.096  2381.92
-11  1757  25  18.2376  364.753
-10  1757  25  111.729  2234.58
-1  1757  -1  103.328  2066.56
0  1757  -2  79.3025  1586.05
0  1757  -1  271.325  5426.5
0  1757  0  12.1  242
-11  1758  25  413.671  8273.42
-10  1758  24  0.31833  6.3666
-10  1758  25  259.694  5193.87
-11  1759  25  44.2506  885.012
-10  1759  25  41.2077  824.153
-1  1766  -1  9.82585  196.517
0  1767  -1  22.1656  443.313
0  1767  0  49.6083  992.165
-1  1770  -1  15.7317  314.633
-1  1770  0  9.63735  192.747
0  1770  0  25.2187  504.375
0  1771  -1  17.2563  345.126
-1  1772  -1  33.7871  675.742
0  1772  0  16.8  336
-1  1773  -1  9.40317  188.063
-1  1776  -1  9.77216  195.443
-1  1776  0  12.7715  255.429
0  1776  -1  21.1559  423.118
0  1776  0  12.1755  243.51
0  1777  0  22.5043  450.087
-1  1778  0  21.1171  422.342
-1  1780  -1  16.4554  329.107
-1  1780  0  0.0903303  1.80661
-1  1783  -1  12.2722  245.443
-1  1783  0  8.84017  176.803
0  1783  0  8.76827  175.365
-1  1786  -1  16.3992  327.984
-1  1786  0  12.1519  243.039
-1  1787  -1  19.7379  394.759
-1  1788  -1  37.1387  742.774
-1  1789  -1  16.8  336
0  1789  -1  34.9855  699.709
0  1789  0  16.1361  322.723
-1  1792  -1  22.3763  447.525
-1  1793  -1  15.2473  304.946
-1  1794  0  8.90927  178.185
-1  1795  -1  14.5863  291.727
-1  1795  0  16.9051  338.103
-1  1796  0  13.3555  267.109
-1  1799  -1  9.25096  185.019
0  1799  -1  16.8  336
-1  1800  0  13.6748  273.496
-1  1801  -1  42.4583  849.166
-1  1802  -1  21.8661  437.322
-1  1803  -1  75.7368  1514.74
-1  1803  0  13.2793  265.586
0  1803  -1  0.0543557  1.08711
0  1803  0  39.0787  781.573
-1  1806  0  18.293  365.859
-1  1807  0  10.5466  210.932
-1  1810  -1  0.100489  2.00977
0  1810  -1  62.4356  1248.71
0  1813  0  8.90816  178.163
-1  1816  -1  12.2418  244.836
-1  1816  0  1.85251  37.0501
0  1816  0  8.95825  179.165
-1  1817  -1  13.5434  270.869
0  1821  -1  12.8872  257.744
-1  1823  0  20.8366  416.732
0  1823  0  9.1015  182.03
-1  1825  -1  9.54973  190.995
0  1826  -1  0.103108  2.06217
-1  1827  -1  2.37385  47.477
0  1827  -1  52.7056  1054.11
0  1827  0  32.2  644
-1  1828  -1  29.4084  588.167
-1  1828  0  0.0530282  1.06056
0  1828  0  39.7492  794.984
0  1829  -1  17.6535  353.07
-1  1833  0  13.4109  268.218
0  1833  -1  7.77594  155.519
0  1833  0  2.62091  52.4182
-1  1836  -1  10.1015  202.03
-1  1836  0  0.317546  6.35093
0  1836  -1  13.3325  266.65
0  1836  0  12.1  242
-1  1838  0  44.1713  883.426
0  1838  -1  96.968  1939.36
0  1838  0  312.043  6240.87
-1  1839  -1  23.1857  463.714
-1  1841  0  13.9954  279.908
0  1841  -1  8.76  175.2
-1  1843  -1  22.6058  452.116
-1  1843  0  20.6789  413.579
-1  1844  0  0.512121  10.2424
-1  1845  -1  13.4373  268.746
-1  1849  0  20.9912  419.825
-1  1850  0  8.37801  167.56
-1  1854  0  22.0173  440.347
0  1854  0  29.6959  593.919
0  1856  0  10.5708  211.415
-1  1859  -1  10.526  210.52
-1  1859  0  17.2483  344.966
-1  1862  0  9.17594  183.519
0  1862  0  18.9546  379.092
0  1864  -1  28.1858  563.715
-1  1865  0  10.4864  209.729
0  1865  0  32.8423  656.846
-1  1866  -1  10.1948  203.896
-1  1866  0  48.0697  961.394
0  1866  0  17.1931  343.861
-1  1867  -1  16.8044  336.087
-1  1867  0  408.05  8160.99
0  1867  -1  15.9498  318.997
0  1867  0  15.5542  311.083
0  1869  0  10.3508  207.016
-1  1871  -1  12.19  243.8
-1  1872  -1  12.2329  244.658
-1  1872  0  17.8779  357.558
0  1872  0  7.4537  149.074
-1  1873  -1  35.9801  719.602
-1  1873  0  13.1183  262.366
0  1873  -1  9.98356  199.671
0  1882  -1  21.3173  426.345
0  1884  -1  33.9571  679.142
-1  1887  0  19.0457  380.915
0  1887  -1  73.3279  1466.56
-1  1889  -1  55.1574  1103.15
-1  1889  0  10.5641  211.283
0  1889  -1  124.231  2484.61
0  1889  0  209.413  4188.26
0  1894  -1  84.7912  1695.82
0  1894  0  54.901  1098.02
-1  1895  -1  7.10486  142.097
0  1895  -1  294.284  5885.68
0  1895  0  0.0736474  1.47295
-1  1899  0  33.5568  671.136
0  1901  -1  23.8688  477.377
0  1901  0  0.551906  11.0381
-1  1907  0  7.50065  150.013
0  1907  -1  8.76  175.2
0  1907  0  0.964377  19.2875
-1  1908  -1  22.2277  444.554
0  1908  -1  28.2128  564.256
0  1908  0  0.105385  2.10769
-1  1909  -1  13.3223  266.446
-1  1910  -1  242.071  4841.43
-1  1910  0  7.21167  144.233
0  1910  -1  465.823  9316.45
0  1910  0  61.1067  1222.13
-1  1911  -1  32.6492  652.985
0  1911  -1  381.761  7635.22
0  1911  0  8.76  175.2
0  1912  0  22.9334  458.668
-1  1913  0  32.982  659.64
0  1913  -1  13.9444  278.888
0  1913  0  32.2  644
-1  1914  -1  19.4347  388.694
-1  1914  0  20.8693  417.386
0  1914  -1  16.9747  339.495
-1  1915  -1  13.3068  266.136
-1  1915  0  0.363653  7.27306
0  1915  0  8.76  175.2
0  1916  0  11.7062  234.123
0  1917  0  12.4627  249.254
-1  1919  0  38.1511  763.022
0  1919  -1  8.48857  169.771
0  1919  0  23.9786  479.571
0  1920  -1  0.590722  11.8144
0  1920  0  1.68938  33.7876
-1  1922  -1  42.9985  859.969
0  1922  -1  20.1913  403.826
0  1925  0  37.6274  752.548
-1  1929  -1  9.11512  182.302
-1  1930  -1  0.213159  4.26319
0  1930  -1  7.06405  141.281
-1  1931  0  12.1517  243.035
0  1931  -1  16.9812  339.625
0  1933  0  18.1368  362.736
-1  1935  0  33.0474  660.949
-1  1936  -1  267.85  5357
0  1936  -1  165.5  3310
0  1936  0  12.1  242
-1  1940  -1  8.76  175.2
-1  1940  0  37.3034  746.067
0  1940  -1  9.65577  193.115
0  1942  -1  10.4534  209.069
0  1945  0  14.2044  284.088
-1  1947  -1  9.02172  180.434
-1  1947  0  25.1866  503.732
0  1947  0  12.1  242
-1  1948  -1  15.7032  314.063
0  1948  0  14.889  297.779
0  1949  -1  12.341  246.82
0  1952  -1  13.1863  263.727
0  1952  0  12.2138  244.275
0  1954  0  22.7826  455.652
-1  1956  -1  20.1117  402.234
-1  1956  0  16.0192  320.383
0  1956  -1  0.165491  3.30982
0  1956  0  1.60604  32.1209
-1  1959  -1  29.0183  580.366
0  1959  0  40.8238  816.477
-1  1960  -1  0.0577839  1.15568
0  1960  0  25.6769  513.538
-1  1961  -1  13.5243  270.485
0  1966  -1  12.1101  242.202
-1  1969  -1  16.2761  325.523
0  1969  -1  9.37839  187.568
0  1973  -1  13.6862  273.724
-1  1974  -1  13.9921  279.842
0  1974  -1  8.76  175.2
-1  1975  -1  7.88392  157.678
-1  1975  0  50.1203  1002.41
0  1975  -1  12.3683  247.365
0  1975  0  26.632  532.64
0  1983  -1  15.9576  319.153
0  1984  -1  18.568  371.36
-1  1986  0  10.7575  215.15
0  1987  -1  19.1308  382.615
-1  1988  -1  12.7169  254.339
-1  1989  0  14.8167  296.333
-1  1990  -1  12.1  242
0  1990  -1  21.9655  439.31
-1  1991  -1  21.202  424.039
0  1992  0  27.1566  543.131
-1  1993  0  12.2986  245.972
-1  1994  -1  15.8254  316.508
0  1994  -1  12.5669  251.338
-1  1996  -1  48.2588  965.176
-1  1996  0  10.0404  200.809
0  1996  0  21.2261  424.521
0  1997  0  10.9915  219.829
0  1998  0  12.9551  259.102
0  2002  0  20.6299  412.599
-1  2003  -1  17.3657  347.313
-1  2003  0  0.233407  4.66813
0  2003  0  6.90527  138.105
-1  2006  -1  10.5569  211.137
-1  2006  0  8.88976  177.795
-1  2007  -1  0.230018  4.60036
-1  2008  0  35.034  700.68
0  2008  0  13.4408  268.817
-1  2009  -1  0.794963  15.8993
-1  2010  -1  42.4593  849.187
0  2012  -1  24.3026  486.052
-1  2013  0  34.0786  681.571
-1  2014  -1  19.0393  380.786
0  2014  0  22.7884  455.768
0  2015  -1  12.5877  251.754
0  2016  0  9.43153  188.631
-1  2017  0  8.76  175.2
0  2017  0  13.6154  272.307
0  2019  0  54.6153  1092.31
-1  2020  -1  18.2569  365.138
-1  2021  -1  88.5438  1770.88
0  2021  -1  20.0532  401.065
0  2021  0  32.2  644
-1  2022  -1  19.0026  380.053
-1  2024  -1  7.0019  140.038
-1  2024  0  9.05682  181.136
-1  2025  0  34.8827  697.653
-1  2026  -1  29.6654  593.308
-1  2026  0  12.4969  249.938
0  2026  -1  0.0660783  1.32157
-1  2027  -1  12.0593  241.186
-1  2029  -1  17.8024  356.048
-1  2029  0  27.9464  558.928
0  2029  -1  9.01852  180.37
-1  2030  0  13.6949  273.898
0  2030  0  8.76  175.2
0  2031  -1  18.4793  369.586
0  2031  0  44.8602  897.203
-1  2033  -1  89.8117  1796.23
-1  2033  0  401.428  8028.56
0  2033  -1  669.144  13382.9
-1  2034  0  8.76026  175.205
0  2034  -1  62.124  1242.48
0  2034  0  40  800
-1  2035  -1  12.2286  244.572
-1  2035  0  0.688628  13.7726
0  2035  -1  8.85087  177.017
0  2035  0  12.3005  246.01
-1  2038  0  21.8372  436.744
-1  2045  -1  12.3521  247.042
-1  2045  0  63.854  1277.08
-1  2046  -1  0.562187  11.2437
-1  2046  0  28.0748  561.496
-1  2047  -1  95.4511  1909.02
-1  2047  0  17.6407  352.814
0  2047  -1  59.7775  1195.55
0  2047  0  47.8502  957.005
-1  2049  0  15.4153  308.305
-1  2051  0  11.7637  235.274
0  2051  0  8.84686  176.937
-1  2052  0  9.99938  199.988
0  2055  -1  12.6562  253.124
-1  2059  -1  26.9981  539.963
-1  2059  0  16.8  336
-1  2060  -1  1.10112  22.0225
0  2060  -1  17.5625  351.249
0  2060  0  11.061  221.22
-1  2070  -1  11.0241  220.483
0  2071  -1  12.5032  250.064
0  2072  -1  0.482205  9.64411
0  2072  0  27.6423  552.847
-1  2076  -1  15.3887  307.774
0  2076  0  19.3019  386.039
0  2078  -1  0.126964  2.53928
0  2079  -1  17.711  354.22
-1  2084  -1  26.0797  521.594
-1  2087  -1  9.65783  193.157
-1  2090  0  9.14665  182.933
-1  2091  -1  26.0508  521.016
-1  2091  0  12.1  242
-1  2095  0  9.04554  180.911
0  2095  0  44.8419  896.838
-1  2098  -1  27.6834  553.668
-1  2098  0  6.93365  138.673
0  2099  -1  19.8685  397.37
-1  2105  0  14.207  284.14
-1  2106  0  45.5383  910.767
0  2107  0  35.3136  706.272
0  2108  -1  10.8709  217.418
-1  2110  -1  8.85124  177.025
0  2112  -1  12.5251  250.503
0  2113  0  16.8  336
-1  2117  -1  19.1871  383.741
0  2119  -1  18.5333  370.665
-1  2120  -1  47.5892  951.784
-1  2122  -1  29.6182  592.364
0  2122  -1  14.1136  282.272
-1  2123  -1  33.7238  674.476
-1  2123  0  8.06575  161.315
-1  2125  0  13.2869  265.738
-1  2132  -1  9.98618  199.724
0  2132  -1  11.9279  238.557
-1  2133  -1  12.0141  240.283
0  2134  0  11.6035  232.069
-1  2135  -1  16.1365  322.731
-1  2136  -1  0.148974  2.97947
-1  2136  0  8.73044  174.609
0  2136  0  30.0085  600.17
0  2139  0  35.2588  705.177
-1  2140  -1  12.9147  258.295
-1  2140  0  37.5864  751.729
0  2140  -1  42.977  859.541
0  2140  0  39.486  789.72
-1  2141  -1  9.08847  181.769
-1  2141  0  23.6015  472.03
0  2141  -1  0.189885  3.7977
-1  2142  -1  14.2623  285.245
-1  2142  0  44.7378  894.756
0  2145  -1  9.69781  193.956
-1  2149  0  8.78372  175.674
0  2150  -1  10.9245  218.491
0  2150  0  40.0972  801.944
0  2154  0  12.6708  253.415
-1  2156  -1  6.91619  138.324
-1  2157  -1  72.3228  1446.46
-1  2157  0  12.1  242
0  2157  -1  13.6557  273.113
0  2157  0  32.4159  648.317
-1  2161  -1  34.4366  688.732
-1  2161  0  18.1623  363.246
0  2161  -1  9.37893  187.579
0  2161  0  36.2146  724.293
-1  2164  -1  29.6601  593.202
-1  2164  0  13.8555  277.111
0  2164  -1  10.4675  209.35
0  2164  0  45.7985  915.97
0  2171  -1  14.862  297.239
-1  2172  -1  8.76  175.2
-1  2172  0  8.28079  165.616
0  2172  0  18.4418  368.837
0  2173  0  17.2117  344.235
-1  2174  -1  104.091  2081.81
-1  2174  0  14.0461  280.921
0  2174  -1  29.2922  585.844
0  2174  0  17.3478  346.955
-1  2177  -1  210.799  4215.98
0  2177  -1  63.0981  1261.96
0  2177  0  8.76  175.2
-1  2178  -1  12.8733  257.467
0  2178  -1  26.2923  525.847
-1  2179  0  27.3682  547.364
-1  2181  -1  22.8029  456.059
0  2181  -1  24.3792  487.583
0  2187  -2  11.7589  235.177
0  2188  -1  14.4315  288.631
0  2188  0  20.3413  406.825
-1  2190  -1  9.56126  191.225
0  2190  -1  0.521542  10.4308
-1  2191  -1  18.1575  363.15
0  2191  -1  1.51132  30.2264
0  2191  0  8.44928  168.986
-1  2192  -1  7.62976  152.595
0  2192  -1  0.134937  2.69875
0  2192  0  32.3858  647.715
-1  2194  -1  7.52979  150.596
0  2194  -1  19.306  386.12
-1  2195  -1  9.77563  195.513
0  2195  -1  8.99399  179.88
0  2196  0  20.1514  403.028
0  2197  0  24.1631  483.261
-1  2199  -1  9.73182  194.636
0  2202  0  11.1888  223.775
-1  2206  -1  18.3059  366.119
-1  2206  0  8.38444  167.689
-1  2208  -1  25.6723  513.445
0  2208  -1  0.121083  2.42167
-1  2210  0  21.1164  422.328
0  2212  -1  21.3518  427.036
0  2215  -1  16.4944  329.888
0  2215  0  44.0334  880.667
-1  2218  -1  42.0769  841.538
-1  2220  -1  9.88159  197.632
-1  2222  0  9.86946  197.389
0  2222  -1  30.5906  611.811
0  2222  0  16.8  336
-1  2224  -1  12.1022  242.044
-1  2225  0  13.2195  264.391
-1  2227  -1  2.46398  49.2797
0  2227  -1  16.2652  325.303
0  2227  0  0.149896  2.99792
-1  2228  0  40.1144  802.288
0  2228  0  0.193214  3.86428
-1  2234  -1  13.5388  270.776
0  2236  -1  7.22453  144.491
0  2236  0  9.3055  186.11
-1  2240  -1  18.0568  361.136
-1  2241  -1  8.45664  169.133
-1  2241  0  15.6476  312.951
0  2241  -1  6.4651  129.302
0  2241  0  0.109759  2.19518
0  2243  0  14.4732  289.464
-1  2245  -1  13.9637  279.274
-1  2246  -1  36.7181  734.362
-1  2246  0  33.295  665.9
0  2246  -1  9.05034  181.007
0  2246  0  16.8  336
-1  2247  -1  43.3818  867.636
-1  2247  0  0.252801  5.05603
-1  2248  0  15.7117  314.235
-1  2249  -1  6.98871  139.774
-1  2249  0  28.844  576.881
0  2249  0  0.158832  3.17663
-1  2251  0  20.7865  415.729
1  2251  -1  11.2938  225.876
0  2253  -1  12.1  242
0  2253  0  10.0699  201.398
-1  2254  0  0.939957  18.7991
0  2254  0  12.1  242
-1  2255  -1  20.3071  406.142
-1  2255  0  55.8415  1116.83
0  2255  0  36.6246  732.491
-1  2256  -1  8.91631  178.326
-1  2256  0  8.17841  163.568
0  2256  0  0.235776  4.71551
-1  2257  0  20.6617  413.233
0  2257  -1  14.6173  292.345
0  2257  0  9.6994  193.988
-1  2258  -1  28.5332  570.664
0  2258  -1  15.2048  304.095
0  2258  0  172.152  3443.04
0  2259  -1  7.27305  145.461
-1  2260  -1  0.143162  2.86324
0  2260  -1  9.46769  189.354
0  2260  0  9.01122  180.224
0  2262  0  15.7512  315.023
-1  2264  0  2.59083  51.8167
0  2264  0  51.8465  1036.93
-1  2267  0  9.82961  196.592
-1  2269  0  104.441  2088.81
0  2269  -1  8.81597  176.319
0  2269  0  16.8  336
-1  2270  -1  18.2251  364.502
-1  2270  0  0.226137  4.52275
0  2270  -1  96.6739  1933.48
0  2270  0  9.48959  189.792
-1  2272  -1  78.0143  1560.29
-1  2272  0  14.1367  282.733
0  2272  -1  41.7784  835.569
0  2272  0  31.3698  627.396
-1  2277  0  12.8958  257.916
0  2277  -1  13.8031  276.061
-1  2278  -1  8.93144  178.629
-1  2279  -1  18.0057  360.113
0  2279  -1  9.23932  184.786
0  2281  0  35.9877  719.754
-1  2283  0  17.0978  341.955
-1  2284  0  27.3286  546.572
0  2284  -1  12.1  242
0  2284  0  0.163838  3.27676
-1  2285  -1  16.2205  324.409
0  2285  -1  22.6925  453.85
0  2285  0  12.6326  252.652
-4  2287  0  91.9033  1838.07
-4  2288  -1  364.606  7292.11
-4  2288  0  176.73  3534.6
-4  2288  1  622.171  12443.4
-3  2288  0  22.3217  446.435
-3  2288  1  16.1114  322.229
-4  2289  0  7.14065  142.813
-4  2289  1  0.289273  5.78547
-3  2289  0  325.192  6503.84
-1  2289  0  7.62707  152.541
0  2289  0  24.6092  492.185
-4  2290  0  8.00182  160.036
-3  2290  0  106.521  2130.43
-2  2290  0  161.566  3231.33
-1  2290  -1  6.83853  136.771
-1  2290  0  18.0018  360.037
-1  2291  -1  12.1  242
-1  2291  0  58.8695  1177.39
0  2291  -1  12.7028  254.056
0  2291  0  17.4725  349.45
0  2292  -1  16.8906  337.812
0  2292  0  7.23118  144.624
0  2293  -3  9.2048  184.096
-1  2294  -1  2.23941  44.7882
-1  2294  0  8.64905  172.981
0  2294  -1  16.8  336
-1  2302  0  12.7656  255.311
0  2302  -1  36.6302  732.604
0  2302  0  10.3971  207.942
0  2306  0  13.4663  269.326
0  2307  -1  19.9043  398.086
0  2307  0  24.9187  498.374
0  2313  -1  8.92704  178.541
0  2316  0  19.0845  381.689
-1  2317  -1  19.1896  383.791
-1  2317  0  0.423137  8.46274
-1  2318  -1  1.86512  37.3025
-1  2318  0  9.61175  192.235
0  2318  -1  7.86152  157.23
-1  2322  -1  13.0119  260.237
-1  2322  0  8.03558  160.712
0  2322  0  38.2726  765.452
-1  2323  0  7.20782  144.156
0  2324  -1  15.0708  301.417
0  2324  0  14.1752  283.504
-1  2327  0  8.20152  164.03
