 x                 y                 z               Event            Energy              Time
 3.0170186660e+00  6.2804981245e+02  2.7236557512e-02 11  7.3387661267e-02  8.2835360850e-16
-2.6285590932e+00  6.3290625041e+02  1.9591966479e+00 11  1.6657958536e-01  2.8252697277e-15
-3.3014650428e+00  6.3363854636e+02  3.1826724929e+00 11  7.9422240699e-02  2.9281721757e-15
-4.4644365050e+00  6.3515587571e+02  3.5014479237e+00 11  1.0650262330e-01  3.2758464419e-15
 1.6164276791e+00  6.2960981016e+02 -3.8880227975e+00 11  1.5847131402e-01  4.6368289759e-15
 5.8387856845e+00  6.2794033572e+02  7.1186578248e+00 11  1.3851829294e-01  5.8277884836e-15
 6.6461244489e+00  6.2722274063e+02  7.8053412012e+00 11  1.7996183280e-01  5.9046042493e-15
 4.3610660449e+00  6.1863127180e+02 -4.8379337043e+00 11  1.8343452634e-01  7.3109910204e-15
 3.5930371730e+00  6.1803367214e+02 -7.8062841748e+00 12  7.5296257019e+00  7.5173516597e-15
 6.9342991981e+00  7.5001669201e+02  8.1028507816e+00  0  8.7600000000e+00  9.6922631693e-16
 1.3696562306e+01  7.3026751669e+02  2.0722926921e+01  1  1.2100000000e+01  1.6850256971e-15
 1.5007813575e+01  7.3233609310e+02  1.3849360968e+01 11  2.3000000701e-01  2.0365346508e-15
-5.4053345974e+00  7.1088223139e+02  3.1526008510e+01  0  8.7600000000e+00  3.8978559669e-15
 7.1277604980e+00  7.5117929377e+02  8.9582990097e+00 11  1.3567220166e-01  1.0255783519e-15
 5.0754845107e+00  7.5715660303e+02  2.9314708898e+01  0  8.7600000000e+00  2.8392716509e-15
 6.5960362358e+00  7.5162256000e+02  3.3557506547e+01 11  1.0000000000e-02  3.4457708218e-15
-3.1999271384e+00  7.4354713908e+02  2.4561329461e+01 11  2.1627098765e-01  4.3316156805e-15
-8.0376675666e+00  7.3874694728e+02  2.2128756032e+01 11  4.3400925861e-02  4.7556807591e-15
-1.1258977488e+01  7.3970939078e+02  2.4559436900e+01 11  1.5903129825e-01  5.0380690490e-15
-1.7373283454e+01  7.4027285922e+02  1.6372789737e+01 11  4.6313267255e-02  6.2102678073e-15
-3.0197267425e+01  7.3176301721e+02  1.2337102451e+01 11  1.3256516056e-01  7.1762959565e-15
